strings,first,second,fourth,fifth
aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,173.3876,21.2382,1216.523,703.6353
justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,1818.4675,1659.8593,820.9623,947.7902
blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,995.7706,246.4385,1346.362,132.0978
vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,436.1524,1117.1347,192.0784,1064.9685
odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,1484.1817,1450.3916,534.6575,1002.6013
sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,1415.6555,1696.9168,749.2244,1569.7261
aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,1297.4436,1054.0398,1189.7208,256.8553
vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,1656.5172,1182.4294,1054.5554,1644.5969
pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,1494.2931,1169.6678,1742.6509,1235.8102
augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,47.4529,1987.8585,503.3176,1320.6806
nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,1291.4731,1269.1523,689.0277,1476.5927
vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,382.2871,1714.7468,1175.2167,1273.4778
in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,1758.4589,459.0981,355.6589,701.1769
lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,114.379,718.9145,433.7004,562.6594
donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,1114.4339,986.7854,18.9279,630.3165
nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,349.5471,435.0696,932.4709,1574.2428
praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,1523.1458,652.3444,1791.5743,324.8255
maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,645.8143,186.456,1192.0461,1435.3311
amet diam in magna bibendum imperdiet nullam orci pede venenatis,362.9023,447.8497,1983.4103,1336.9171
justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,908.5076,867.8205,392.572,964.2621
cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,1324.6888,1766.1704,651.3458,747.03
non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,911.257,654.7105,414.4373,876.9478
habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,334.5813,1516.9071,1889.6382,627.291
magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,1357.8185,706.1274,1898.0423,1002.6191
justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,1916.6622,1235.2555,478.1177,49.1296
ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1638.5606,1228.2193,206.8428,274.077
nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,872.9673,1169.2691,1533.1038,1094.576
pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,1571.4323,1998.5249,359.1867,278.1302
cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,161.3505,373.4838,1763.4353,410.2498
nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,128.4345,1902.4156,1701.1513,845.4809
diam id ornare imperdiet sapien urna pretium nisl ut volutpat,178.2927,581.1231,1758.409,1660.767
proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,306.4837,1151.7251,1814.663,1417.1805
id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,500.7079,563.571,1123.6986,777.9966
donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,1752.8035,460.3148,1639.0742,1152.5129
nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,1295.9051,1716.6714,200.2474,562.3324
eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,1362.5241,1004.7653,1687.272,1214.6777
dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,1233.0646,1592.8023,96.5574,1019.01
nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,1044.8464,1114.7289,362.8767,1770.0038
aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,1508.2616,1574.8624,811.0449,1228.0857
lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,1995.2635,787.9827,1018.0098,1043.7403
morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,385.1493,992.2048,630.9799,544.6693
blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,1196.4364,7.1331,1551.7863,360.9025
sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,1586.3038,266.5737,1067.9079,918.3899
mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,834.4279,1460.9412,1833.7201,645.3806
volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,285.3232,1447.7788,960.4437,123.0514
phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,1544.5785,1968.1785,530.0645,1115.1656
tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,909.7088,1250.1447,1773.3356,1770.9142
ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,580.5367,1029.5986,1158.5291,372.0925
natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,1361.1585,684.4441,1676.4213,1307.0671
pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,153.9648,1963.8207,1413.095,1517.6308
sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,775.2827,339.133,75.5819,853.5755
elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,1689.7993,895.0603,1139.5249,332.1737
eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,912.074,1509.9417,1668.1348,1906.2491
nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,1999.6115,1642.9692,1551.8204,839.8527
ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,1033.1834,1816.2179,1394.3009,1722.9247
aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,714.5549,701.2062,1861.4705,1195.171
amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,518.5922,1473.1924,1331.587,866.0765
dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,492.7359,906.723,1106.0818,979.1531
penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,1809.4685,814.2794,1739.3254,604.0456
est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,189.0978,1474.6467,515.9152,871.3083
rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,1518.2845,1347.8099,633.2978,1982.121
lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,217.24,1045.4831,176.8671,1936.2254
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,1864.3852,516.2508,470.0126,1788.4174
amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,714.0953,909.9537,1140.0832,1200.0909
cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,1885.2183,804.7166,267.0775,1866.345
potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,1875.6182,1417.2801,815.7698,631.3047
cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,1541.8287,829.9583,488.8438,1420.3223
ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,1608.8298,1398.0255,1356.0752,337.4278
quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,1545.3901,1270.1063,706.7787,546.8148
non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,268.574,737.9834,995.0743,1584.6649
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,309.7841,1738.6977,1792.4829,223.2197
felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,953.7626,696.84,1779.5318,1212.5922
eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,905.6499,1891.2966,1037.7436,592.4101
orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,1616.3537,1148.2758,795.2741,291.4905
eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,412.5338,640.3811,1856.923,1742.7499
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,1250.8379,1740.5999,1655.8521,184.2671
nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,1614.6639,1110.2266,1055.6886,1364.9066
at turpis a pede posuere nonummy integer non velit donec diam,488.3522,1595.5602,1480.8087,525.6948
amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,1052.5947,1913.6867,103.3044,153.4043
ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,1977.6239,885.2071,1545.4238,1132.6541
eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,759.3675,376.7465,620.4231,1267.1063
amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,1730.6027,387.246,1650.3262,955.8067
nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,203.3914,334.0607,552.8905,941.6331
eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,1217.4565,861.056,1982.1997,1595.4962
amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,589.4385,655.7457,1523.1251,976.591
amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,526.6633,1384.0412,1729.8445,747.6931
purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,597.6764,494.6681,417.1682,67.0925
justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,1738.366,346.7817,957.9683,1898.7655
elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,1016.68,372.42,522.9737,1320.6458
augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,1418.0882,83.1977,1121.5486,1733.6049
cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,1211.3661,800.2035,1967.2271,1934.8841
libero nam dui proin leo odio porttitor id consequat in consequat ut,1158.2521,1279.4878,969.1811,1084.1663
lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,1571.8549,420.3658,1672.3996,1432.6748
nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,88.8731,1038.694,768.0704,768.1849
maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,828.3456,604.4938,884.8883,37.5425
sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,381.3322,731.6778,168.4492,1001.8319
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,1967.8644,252.1733,952.0489,369.7491
urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,784.197,1037.1561,648.8514,91.958
sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,1299.174,795.2948,169.6654,428.3498
est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,825.123,1540.8671,710.468,1148.3798
pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,335.9321,107.5175,1149.1728,1883.0409
rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,230.8671,1603.2645,424.3118,1621.2427
magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,1810.0724,884.3131,1890.6971,298.5308
maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,816.7515,1625.923,110.4708,1583.5585
est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,1507.2838,773.0104,1191.7698,1219.2833
sit amet justo morbi ut odio cras mi pede malesuada in,1043.6251,1954.5821,911.3593,879.8555
consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,1518.0586,360.2278,1242.7895,1896.5548
massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,1236.7691,305.5296,752.805,280.4821
elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,14.9212,1040.5053,65.1405,1819.3237
aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,922.4896,205.2857,264.1393,520.8288
ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,1832.1539,590.887,438.0195,1264.0218
in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,1957.467,1771.6308,34.372,548.7721
et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,319.2125,1873.5834,1132.0825,979.037
porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,1623.0174,136.5297,1363.8515,1850.2225
ante ipsum primis in faucibus orci luctus et ultrices posuere,952.2594,1704.7368,1489.5645,381.7512
rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,435.7881,406.6979,693.8853,1322.1309
vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,863.4187,1670.549,5.2443,1563.2437
ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,1104.6846,1755.2266,787.0649,1017.2383
adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,1185.8806,1593.9589,63.0989,1266.1391
sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,7.7136,1973.069,745.08,1960.9051
nunc purus phasellus in felis donec semper sapien a libero,1598.0207,1427.1776,69.3209,1871.2708
est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,243.5322,594.7039,1261.6235,966.7617
integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,1549.2552,1080.9327,474.4014,1565.0754
ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,1108.0526,496.6075,49.3132,1536.0203
aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,1890.0534,1132.3704,1090.8352,1350.475
primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,1081.7715,132.7619,970.1433,1033.9983
natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,75.8127,835.9689,488.6561,147.8871
at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,1388.9914,36.5747,841.5006,1952.178
tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,764.2479,947.8701,338.7794,690.2106
ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,943.5258,534.7542,645.1257,941.8752
magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,30.1854,1027.1931,1729.9053,165.358
quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,78.6973,937.3593,1330.712,1964.2196
mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,341.1865,1427.7585,617.4488,1797.868
in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,1116.2378,456.9674,1703.6976,1883.6184
lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,1961.9919,749.5966,1542.0183,1208.7131
quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,525.4919,1386.774,743.205,274.8303
elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,1557.3456,334.9815,1586.1067,390.3368
proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,1359.397,1594.4823,1577.0508,1901.6288
in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,1319.3824,432.3253,954.3453,1194.4724
ultrices mattis odio donec vitae nisi nam ultrices libero non,228.488,1504.1981,258.9742,1660.2071
vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,995.0243,1655.2763,1499.4475,648.1251
phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,930.2639,1922.3288,633.9407,250.4183
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,459.6698,1517.656,1056.437,1344.4525
amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,1246.7545,524.312,348.9693,573.9592
accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,1605.2762,1173.2377,887.9842,362.7112
tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,1053.23,583.113,1759.0813,145.6102
duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,1436.1992,976.4246,1160.4307,1577.5471
lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,1461.3682,1755.5071,1795.0779,1641.7399
consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,1952.0235,958.2618,1779.4848,188.3199
quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,1325.4777,1951.1058,424.9845,595.3179
in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,722.5967,1281.5293,298.0732,1366.9429
id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,1953.4951,232.072,318.8498,869.5554
pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,1129.837,1639.9881,643.7363,457.5148
odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,951.4293,513.3903,1683.1681,1057.6089
nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,881.9537,1014.8788,1625.7939,226.4215
dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,1899.7393,1391.5142,1963.5379,228.06
quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,1431.2403,1519.5434,893.5312,1832.7425
at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,851.5814,1257.2741,1090.6132,1561.0113
cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,971.1526,988.9288,990.5283,649.6462
orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,1913.0785,380.0895,244.5737,1365.7987
dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,277.7788,1035.5936,732.7156,508.5122
in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1338.4468,1518.9205,105.8692,1266.1688
egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,414.6926,1309.6226,832.3965,1019.2867
nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,1933.2633,43.9883,416.1127,1570.2367
venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,1495.0383,1795.8109,174.9555,1537.6386
natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,1543.8035,244.0908,1384.3028,216.7692
convallis nunc proin at turpis a pede posuere nonummy integer non velit,919.1186,985.4928,1468.1666,326.6216
vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,1135.429,1052.0132,1469.8713,1002.0534
vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,232.1191,1988.9512,24.1805,855.7553
ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,1959.6572,1931.3055,1869.8564,265.1874
nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,709.2925,1727.03,1456.6795,150.5786
mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,864.0219,1217.7761,433.5922,224.8185
blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,1541.6163,1070.5103,352.9828,1101.7901
orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,285.1533,1619.2367,1423.092,1166.6197
augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,859.2923,623.7904,1479.3553,1231.8159
ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,375.2413,726.4831,13.5277,1487.7108
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,1291.6633,768.3171,1437.1786,573.6138
convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,1095.4023,959.3681,215.8051,421.4344
odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,974.7041,241.6793,859.4466,520.7745
ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,960.3711,1848.2929,244.697,593.195
lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,1346.6218,256.8412,1828.5595,787.4754
orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,185.7721,362.7162,1717.2701,726.6879
nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,1462.0026,985.6133,1162.7646,976.6606
in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,1620.465,40.6828,805.158,1148.2098
volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,36.4389,1536.0564,1204.8323,560.6409
lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,1335.1894,1054.8712,1429.5544,1487.0033
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,1722.3026,927.6979,1087.4349,15.0248
primis in faucibus orci luctus et ultrices posuere cubilia curae,242.0787,1136.9084,540.6686,1779.1062
nam congue risus semper porta volutpat quam pede lobortis ligula,1016.6748,578.085,533.9004,1757.9958
est risus auctor sed tristique in tempus sit amet sem,972.1875,1233.6246,528.2373,1001.9233
etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,103.7745,1635.2527,1637.3435,804.31
elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,795.5537,1085.5549,1105.7514,1978.5567
vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,1835.3218,1056.6762,1928.7003,973.1176
a odio in hac habitasse platea dictumst maecenas ut massa,1742.1587,1296.1092,153.346,1336.3494
dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,550.9486,378.6918,1398.128,976.3802
vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,577.6033,834.479,1126.659,1542.2544
vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,543.5955,1979.1973,1098.2371,729.9878
quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,132.9465,1166.5604,1709.961,1834.5776
faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,860.402,1661.1953,927.9835,1554.2192
nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,385.1102,280.1848,1477.012,938.0888
lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,158.1069,783.9777,989.6851,1187.223
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,91.3143,1101.6026,1723.2277,1805.4295
nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,280.7404,364.6159,1043.8333,500.9855
justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,380.0031,1249.3792,972.811,1433.9925
at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,1286.6359,1409.2834,616.5575,683.4948
bibendum felis sed interdum venenatis turpis enim blandit mi in,1025.5944,1645.5268,1294.5824,55.4841
turpis integer aliquet massa id lobortis convallis tortor risus dapibus,263.1657,1231.1714,616.4713,1126.879
luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,1365.0432,870.6969,152.0898,904.3104
ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,1427.5624,490.4506,461.353,1745.1541
integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,1053.0096,687.052,1945.9687,1515.212
id sapien in sapien iaculis congue vivamus metus arcu adipiscing,882.6195,1721.1847,388.3214,90.1872
eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,908.6938,414.2304,1684.306,1069.8795
sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,1237.3958,656.7877,257.9845,1776.2772
in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,1801.5852,839.5538,1720.4468,762.5709
luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,711.6887,821.7267,986.2854,297.8355
tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,1249.423,540.9824,1622.7445,1130.2284
ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,1433.8191,1411.1428,65.5499,1488.698
vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,108.0921,109.0283,1897.6259,286.8498
duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,254.6383,917.2608,746.9483,875.8698
quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,888.6782,1214.6102,965.775,1690.178
nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,265.3079,1431.2685,740.5116,71.0587
